code,name,total_mcap,sector,mcap_b,size_group,first_kline_date,first_year
300983,尤安设计,6172000000.0,工程咨询服务Ⅲ,61.72,MID,2021-04-19,2021
301632,广东建科,6174000000.0,检测服务,61.74,MID,2025-08-11,2025
301609,山大电力,6183000000.0,电网自动化设备,61.83,MID,2025-07-22,2025
002206,海 利 得,6194000000.0,涤纶,61.94,MID,2008-04-08,2008
600368,五洲交通,6197000000.0,高速公路,61.97,MID,2001-04-19,2001
300681,英搏尔,6198000000.0,汽车电子电气系统,61.98,MID,2017-07-24,2017
300057,万顺新材,6202000000.0,铝,62.02,MID,2010-12-23,2010
300819,聚杰微纤,6202000000.0,其他纺织,62.02,MID,2020-03-11,2020
300343,联创股份,6218000000.0,氟化工,62.18,MID,2013-10-10,2013
300324,旋极信息,6219000000.0,其他计算机设备,62.19,MID,2013-11-14,2013
300267,尔康制药,6229000000.0,原料药,62.29,MID,2012-06-06,2012
300925,法本信息,6229000000.0,垂直应用软件,62.29,MID,2020-12-29,2020
000551,创元科技,6239000000.0,环保设备Ⅲ,62.39,MID,2000-06-06,2000
002470,金正大,6243000000.0,复合肥,62.43,MID,2011-03-08,2011
002140,东华科技,6252000000.0,化学工程,62.52,MID,2007-08-20,2007
002801,微光股份,6253000000.0,电机Ⅲ,62.53,MID,2016-06-21,2016
600468,百利电气,6254000000.0,配电设备,62.54,MID,2002-09-24,2002
600400,红豆股份,6255000000.0,非运动服装,62.55,MID,2001-10-16,2001
002042,华孚时尚,6259000000.0,棉纺,62.59,MID,2006-06-09,2006
300079,数码视讯,6260000000.0,IT服务Ⅲ,62.6,MID,2010-06-10,2010
300802,矩子科技,6270000000.0,其他自动化设备,62.7,MID,2019-11-14,2019
002721,金一文化,6276000000.0,钟表珠宝,62.76,MID,2015-09-21,2015
300214,日科化学,6276000000.0,其他化学制品,62.76,MID,2011-08-03,2011
300393,中来股份,6276000000.0,光伏电池组件,62.76,MID,2014-09-29,2014
601500,通用股份,6278000000.0,轮胎轮毂,62.78,MID,2016-09-27,2016
002467,二六三,6285000000.0,通信应用增值服务,62.85,MID,2010-12-22,2010
600962,国投中鲁,6288000000.0,果蔬加工,62.88,MID,2005-03-18,2005
002612,朗姿股份,6292000000.0,非运动服装,62.92,MID,2012-07-03,2012
600715,文投控股,6293000000.0,游戏Ⅲ,62.93,MID,2001-05-28,2001
002697,红旗连锁,6297000000.0,超市,62.97,MID,2012-12-26,2012
600966,博汇纸业,6297000000.0,大宗用纸,62.97,MID,2004-11-05,2004
300360,炬华科技,6309000000.0,电工仪器仪表,63.09,MID,2014-06-05,2014
600643,爱建集团,6309000000.0,金融控股,63.09,MID,2001-06-27,2001
002067,景兴纸业,6312000000.0,大宗用纸,63.12,MID,2006-11-10,2006
301602,超研股份,6318000000.0,医疗设备,63.18,MID,2025-01-21,2025
301568,思泰克,6321000000.0,其他自动化设备,63.21,MID,2023-11-27,2023
301339,通行宝,6324000000.0,其他计算机设备,63.24,MID,2022-09-08,2022
601515,衢州东峰,6332000000.0,纸包装,63.32,MID,2012-03-05,2012
002734,利民股份,6333000000.0,农药,63.33,MID,2015-02-09,2015
603293,埃泰克,6333000000.0,汽车电子电气系统,63.33,MID,2026-04-15,2026
603931,格林达,6344000000.0,电子化学品Ⅲ,63.44,MID,2020-08-18,2020
002213,大为股份,6355000000.0,数字芯片设计,63.55,MID,2008-06-05,2008
300164,通源石油,6355000000.0,油气及炼化工程,63.55,MID,2012-04-23,2012
300153,科泰电源,6358000000.0,其他电源设备Ⅲ,63.58,MID,2011-07-07,2011
002664,信质集团,6364000000.0,汽车电子电气系统,63.64,MID,2013-01-25,2013
301045,天禄科技,6366000000.0,面板,63.66,MID,2021-08-12,2021
300540,蜀道装备,6370000000.0,其他专用设备,63.7,MID,2016-09-05,2016
603200,上海洗霸,6370000000.0,水务及水治理,63.7,MID,2017-05-31,2017
605188,国光连锁,6372000000.0,超市,63.72,MID,2020-07-27,2020
300435,中泰股份,6376000000.0,燃气Ⅲ,63.76,MID,2015-04-10,2015
603861,白云电器,6378000000.0,配电设备,63.78,MID,2016-07-19,2016
600375,汉马科技,6380000000.0,商用载货车,63.8,MID,2004-07-15,2004
000561,烽火电子,6385000000.0,航空装备Ⅲ,63.85,MID,2002-12-18,2002
002438,江苏神通,6385000000.0,金属制品,63.85,MID,2010-12-29,2010
603877,太平鸟,6386000000.0,非运动服装,63.86,MID,2017-01-11,2017
603685,晨丰科技,6387000000.0,LED,63.87,MID,2017-11-28,2017
603367,辰欣药业,6397000000.0,化学制剂,63.97,MID,2017-09-28,2017
002787,华源控股,6399000000.0,金属包装,63.99,MID,2016-07-20,2016
605179,一鸣食品,6420000000.0,乳品,64.2,MID,2020-12-25,2020
002437,誉衡药业,6422000000.0,化学制剂,64.22,MID,2011-08-01,2011
600313,农发种业,6434000000.0,种子,64.34,MID,2004-04-26,2004
002796,世嘉科技,6434999999.999999,通信网络设备及器件,64.35,MID,2016-08-05,2016
002606,大连电瓷,6437000000.0,线缆部件及其他,64.37,MID,2012-06-29,2012
000008,神州高铁,6438000000.0,轨交设备Ⅲ,64.38,MID,2001-08-17,2001
301365,矩阵股份,6442000000.0,工程咨询服务Ⅲ,64.42,MID,2022-11-21,2022
002935,天奥电子,6445999999.999999,军工电子Ⅲ,64.46,MID,2018-08-31,2018
002824,和胜股份,6451000000.000001,铝,64.51,MID,2017-01-11,2017
603969,银龙股份,6458000000.0,金属制品,64.58,MID,2015-02-26,2015
001311,多利科技,6459000000.0,其他汽车零部件,64.59,MID,2023-02-24,2023
300709,精研科技,6462000000.0,消费电子零部件及组装,64.62,MID,2017-10-18,2017
300174,元力股份,6468000000.000001,其他化学制品,64.68,MID,2011-04-29,2011
600310,广西能源,6478000000.0,电能综合服务,64.78,MID,2001-06-28,2001
600510,黑牡丹,6481000000.0,住宅开发,64.81,MID,2002-12-04,2002
600770,综艺股份,6487000000.0,综合Ⅲ,64.87,MID,2000-07-31,2000
300341,麦克奥迪,6488000000.0,配电设备,64.88,MID,2013-04-26,2013
002298,中电鑫龙,6491000000.0,输变电设备,64.91,MID,2010-05-24,2010
600078,澄星股份,6491000000.0,磷肥及磷化工,64.91,MID,2000-08-04,2000
300493,润欣科技,6494000000.0,其他电子Ⅲ,64.94,MID,2015-12-22,2015
300283,温州宏丰,6495999999.999999,配电设备,64.96,MID,2012-03-14,2012
603277,银都股份,6498999999.999999,制冷空调设备,64.99,MID,2017-09-08,2017
300905,宝丽迪,6502000000.0,其他化学纤维,65.02,MID,2020-11-18,2020
002141,贤丰控股,6506999999.999999,动物保健Ⅲ,65.07,MID,2008-05-30,2008
301209,联合化学,6506999999.999999,涂料油墨,65.07,MID,2022-08-24,2022
300196,长海股份,6508000000.0,玻纤制造,65.08,MID,2011-11-18,2011
600828,茂业商业,6530000000.0,百货,65.3,MID,2001-03-26,2001
000026,飞亚达,6533000000.0,钟表珠宝,65.33,MID,2000-06-09,2000
002674,兴业科技,6543000000.000001,辅料,65.43,MID,2012-06-05,2012
301592,六九一二,6545000000.0,军工电子Ⅲ,65.45,MID,2024-10-23,2024
002380,科远智慧,6552000000.0,IT服务Ⅲ,65.52,MID,2010-04-26,2010
600195,中牧股份,6556000000.0,动物保健Ⅲ,65.56,MID,2000-07-21,2000
300217,东方电热,6562000000.0,家电零部件Ⅲ,65.62,MID,2011-06-30,2011
603402,陕西旅游,6565000000.000001,旅游综合,65.65,MID,2026-01-05,2026
300895,铜牛信息,6567000000.0,IT服务Ⅲ,65.67,MID,2020-09-23,2020
000597,东北制药,6578000000.0,化学制剂,65.78,MID,2000-07-10,2000
300440,运达科技,6580000000.0,IT服务Ⅲ,65.8,MID,2015-11-10,2015
603045,福达合金,6584000000.0,其他金属新材料,65.84,MID,2018-05-31,2018
603985,恒润股份,6586000000.0,风电零部件,65.86,MID,2017-05-11,2017
600496,精工钢构,6587000000.0,钢结构,65.87,MID,2002-10-29,2002
002135,东南网架,6593000000.000001,钢结构,65.93,MID,2007-08-08,2007
601015,陕西黑猫,6597000000.0,焦炭Ⅲ,65.97,MID,2014-11-17,2014
001330,博纳影业,6598000000.0,影视动漫制作,65.98,MID,2022-08-17,2022
600617,国新能源,6598000000.0,燃气Ⅲ,65.98,MID,2002-03-26,2002
605167,利柏特,6598000000.0,化学工程,65.98,MID,2021-07-23,2021
002885,京泉华,6605000000.0,其他电子Ⅲ,66.05,MID,2017-06-29,2017
600713,南京医药,6606000000.0,医药流通,66.06,MID,2000-05-24,2000
600894,广日股份,6608000000.0,楼宇设备,66.08,MID,2000-07-24,2000
605365,立达信,6612000000.0,照明设备Ⅲ,66.12,MID,2021-07-19,2021
002014,永新股份,6615000000.000001,塑料包装,66.15,MID,2005-03-18,2005
000777,中核科技,6618000000.000001,金属制品,66.18,MID,2000-06-22,2000
300406,九强生物,6634999999.999999,体外诊断,66.35,MID,2014-10-29,2014
301687,新广益,6634999999.999999,膜材料,66.35,MID,2025-12-30,2025
000968,蓝焰控股,6637000000.0,油气开采Ⅲ,66.37,MID,2001-08-20,2001
002009,天奇股份,6637000000.0,其他专用设备,66.37,MID,2005-04-13,2005
002123,梦网科技,6637000000.0,通信应用增值服务,66.37,MID,2007-11-14,2007
002052,同洲电子,6644000000.0,其他黑色家电,66.44,MID,2007-10-24,2007
605128,上海沿浦,6650000000.0,车身附件及饰件,66.5,MID,2020-09-14,2020
601789,宁波建工,6662000000.0,房屋建设Ⅲ,66.62,MID,2012-05-29,2012
603071,物产环能,6668000000.000001,贸易Ⅲ,66.68,MID,2021-12-15,2021
601121,宝地矿业,6673000000.0,铁矿石,66.73,MID,2023-03-15,2023
001212,中旗新材,6684000000.0,其他建材Ⅲ,66.84,MID,2021-08-24,2021
300206,理邦仪器,6684000000.0,医疗设备,66.84,MID,2011-04-27,2011
603091,众鑫股份,6687000000.0,纸包装,66.87,MID,2024-09-19,2024
600748,上实发展,6695999999.999999,住宅开发,66.96,MID,2000-09-28,2000
300467,迅游科技,6700000000.0,游戏Ⅲ,67.0,MID,2016-03-23,2016
300785,值得买,6706999999.999999,门户网站,67.07,MID,2019-07-12,2019
301317,鑫磊股份,6709999999.999999,其他通用设备,67.1,MID,2023-01-18,2023
002537,海联金汇,6715000000.000001,车身附件及饰件,67.15,MID,2011-08-25,2011
000631,顺发恒能,6716000000.0,其他能源发电,67.16,MID,2003-04-11,2003
002272,川润股份,6716000000.0,其他通用设备,67.16,MID,2009-08-07,2009
002163,海南发展,6717000000.0,装修装饰Ⅲ,67.17,MID,2008-05-14,2008
300420,五洋自控,6731999999.999999,其他通用设备,67.32,MID,2015-10-13,2015
002077,大港股份,6738000000.0,集成电路封测,67.38,MID,2007-05-31,2007
605098,行动教育,6738000000.0,培训教育,67.38,MID,2021-04-20,2021
002023,海特高新,6742000000.0,航空装备Ⅲ,67.42,MID,2004-10-18,2004
002452,长高电气,6748999999.999999,输变电设备,67.49,MID,2011-03-16,2011
300685,艾德生物,6748999999.999999,体外诊断,67.49,MID,2017-08-07,2017
603166,福达股份,6759999999.999999,底盘与发动机系统,67.6,MID,2014-12-01,2014
600158,中体产业,6773999999.999999,体育Ⅲ,67.74,MID,2000-12-07,2000
002256,兆新股份,6775000000.0,光伏发电,67.75,MID,2010-01-21,2010
000589,贵州轮胎,6777000000.0,轮胎轮毂,67.77,MID,2000-04-12,2000
603866,桃李面包,6783000000.0,烘焙食品,67.83,MID,2015-12-21,2015
002727,一心堂,6787000000.0,线下药店,67.87,MID,2014-11-21,2014
301176,逸豪新材,6793000000.000001,印制电路板,67.93,MID,2022-09-27,2022
002303,美盈森,6798999999.999999,纸包装,67.99,MID,2010-05-27,2010
300067,安诺其,6798999999.999999,纺织化学制品,67.99,MID,2010-09-27,2010
300401,花园生物,6798999999.999999,原料药,67.99,MID,2014-10-31,2014
300075,数字政通,6801000000.000001,垂直应用软件,68.01,MID,2010-09-10,2010
601388,怡球资源,6802000000.0,铝,68.02,MID,2012-12-04,2012
300443,金雷股份,6806000000.0,风电零部件,68.06,MID,2015-05-07,2015
002860,星帅尔,6806999999.999999,家电零部件Ⅲ,68.07,MID,2017-04-20,2017
600987,航民股份,6809000000.0,印染,68.09,MID,2005-01-05,2005
002093,国脉科技,6811000000.0,学历教育,68.11,MID,2007-03-13,2007
301070,开勒股份,6815000000.000001,制冷空调设备,68.15,MID,2021-09-22,2021
002810,山东赫达,6816000000.0,其他化学制品,68.16,MID,2016-08-25,2016
600708,光明地产,6820000000.0,住宅开发,68.2,MID,2000-06-30,2000
000601,韶能股份,6822000000.0,水力发电,68.22,MID,2000-07-25,2000
300492,华图山鼎,6828000000.0,工程咨询服务Ⅲ,68.28,MID,2016-10-17,2016
300080,易成新能,6838000000.0,光伏电池组件,68.38,MID,2011-12-09,2011
001314,亿道信息,6848999999.999999,消费电子零部件及组装,68.49,MID,2023-02-24,2023
000755,山西高速,6852000000.0,高速公路,68.52,MID,2001-11-02,2001
300617,安靠智电,6852000000.0,输变电设备,68.52,MID,2017-02-27,2017
600590,泰豪科技,6856999999.999999,军工电子Ⅲ,68.57,MID,2003-09-10,2003
600955,维远股份,6858000000.0,其他化学原料,68.58,MID,2021-09-14,2021
600545,卓郎智能,6866000000.0,纺织服装设备,68.66,MID,2004-08-19,2004
603128,华贸物流,6872000000.0,跨境物流,68.72,MID,2012-11-14,2012
603687,大胜达,6875000000.0,纸包装,68.75,MID,2019-07-25,2019
301306,西测测试,6879000000.000001,军工电子Ⅲ,68.79,MID,2022-07-25,2022
300678,中科信息,6891000000.0,IT服务Ⅲ,68.91,MID,2017-08-31,2017
300284,苏交科,6895000000.0,工程咨询服务Ⅲ,68.95,MID,2012-08-08,2012
002255,海陆重工,6895999999.999999,火电设备,68.96,MID,2009-05-05,2009
002733,雄韬股份,6897000000.0,蓄电池及其他电池,68.97,MID,2014-12-24,2014
605133,嵘泰股份,6901000000.000001,底盘与发动机系统,69.01,MID,2021-02-23,2021
600780,XD通宝能,6902000000.0,火力发电,69.02,MID,2001-10-15,2001
600325,华发股份,6908000000.0,住宅开发,69.08,MID,2004-07-06,2004
300168,万达信息,6915000000.000001,IT服务Ⅲ,69.15,MID,2012-01-05,2012
002006,精工科技,6918000000.000001,其他专用设备,69.18,MID,2006-03-10,2006
002106,莱宝高科,6923999999.999999,面板,69.24,MID,2007-09-11,2007
002892,科力尔,6931999999.999999,电机Ⅲ,69.32,MID,2017-08-18,2017
600676,交运股份,6931999999.999999,汽车综合服务,69.32,MID,2000-06-27,2000
600722,金牛化工,6931999999.999999,煤化工,69.32,MID,2001-09-13,2001
002782,可立克,6936000000.0,其他电子Ⅲ,69.36,MID,2015-12-21,2015
301215,中汽股份,6937000000.0,汽车综合服务,69.37,MID,2022-03-07,2022
002445,中南文化,6940000000.000001,金属制品,69.4,MID,2011-12-05,2011
600810,神马股份,6947000000.0,锦纶,69.47,MID,2000-08-02,2000
001298,好上好,6959000000.0,其他电子Ⅲ,69.59,MID,2022-10-28,2022
000019,深粮控股,6961000000.0,粮油加工,69.61,MID,2001-08-03,2001
000813,德展健康,6962000000.0,化学制剂,69.62,MID,2002-02-04,2002
601226,华电科工,6962000000.0,其他专业工程,69.62,MID,2014-12-11,2014
002342,巨力索具,6979000000.000001,金属制品,69.79,MID,2010-03-17,2010
002242,九阳股份,6989000000.0,厨房小家电,69.89,MID,2008-07-21,2008
600698,湖南天雁,6989000000.0,底盘与发动机系统,69.89,MID,2003-01-28,2003
300702,天宇股份,6994000000.0,原料药,69.94,MID,2017-09-18,2017
600422,昆药集团,6994000000.0,中药Ⅲ,69.94,MID,2001-05-23,2001
300872,天阳科技,6995000000.0,IT服务Ⅲ,69.95,MID,2020-08-21,2020
600252,中恒集团,7005000000.0,中药Ⅲ,70.05,MID,2001-06-14,2001
300900,广联航空,7016000000.0,航空装备Ⅲ,70.16,MID,2020-10-28,2020
605488,福莱新材,7017000000.0,膜材料,70.17,MID,2021-05-12,2021
000566,海南海药,7019000000.0,化学制剂,70.19,MID,2001-06-28,2001
002284,亚太股份,7029000000.000001,底盘与发动机系统,70.29,MID,2009-11-03,2009
300516,久之洋,7031000000.0,其他电子Ⅲ,70.31,MID,2016-06-01,2016
300708,聚灿光电,7037000000.0,LED,70.37,MID,2017-10-13,2017
603977,国泰集团,7039000000.0,民爆制品,70.39,MID,2017-03-23,2017
600429,三元股份,7045000000.0,乳品,70.45,MID,2004-10-21,2004
002446,盛路通信,7048999999.999999,军工电子Ⅲ,70.49,MID,2011-02-17,2011
300706,阿石创,7050000000.0,半导体材料,70.5,MID,2017-09-25,2017
000503,国新健康,7051000000.000001,垂直应用软件,70.51,MID,2001-05-21,2001
000859,国风新材,7051000000.000001,膜材料,70.51,MID,2000-06-06,2000
300520,科大国创,7053000000.0,垂直应用软件,70.53,MID,2016-07-22,2016
300909,汇创达,7056999999.999999,面板,70.57,MID,2020-11-30,2020
002527,新时达,7062000000.0,楼宇设备,70.62,MID,2011-08-18,2011
301189,奥尼电子,7069000000.0,品牌消费电子,70.69,MID,2021-12-27,2021
600797,浙大网新,7069000000.0,IT服务Ⅲ,70.69,MID,2000-11-03,2000
002579,中京电子,7076000000.000001,印制电路板,70.76,MID,2012-06-26,2012
600903,贵州燃气,7077000000.0,燃气Ⅲ,70.77,MID,2017-11-22,2017
301225,恒勃股份,7091000000.0,底盘与发动机系统,70.91,MID,2023-06-15,2023
301162,国能日新,7092000000.0,垂直应用软件,70.92,MID,2022-04-28,2022
300143,盈康生命,7093000000.000001,医院,70.93,MID,2012-08-15,2012
605168,三人行,7100000000.0,营销代理,71.0,MID,2020-05-27,2020
301413,安培龙,7109999999.999999,仪器仪表,71.1,MID,2023-12-15,2023
603219,富佳股份,7113000000.0,清洁小家电,71.13,MID,2021-11-19,2021
002546,新联电子,7114000000.0,电工仪器仪表,71.14,MID,2011-06-01,2011
603608,天创时尚,7115000000.000001,鞋帽及其他,71.15,MID,2016-06-22,2016
605011,杭州热电,7130000000.0,热力服务,71.3,MID,2021-06-29,2021
605100,华丰股份,7137000000.0,金属制品,71.37,MID,2020-08-10,2020
002108,沧州明珠,7138000000.0,其他塑料制品,71.38,MID,2007-04-30,2007
600724,宁波富达,7139000000.0,房产租赁经纪,71.39,MID,2000-09-26,2000
002104,恒宝股份,7140000000.000001,通信终端及配件,71.4,MID,2007-04-26,2007
002471,中超控股,7145000000.0,线缆部件及其他,71.45,MID,2011-03-14,2011
003039,顺控发展,7151000000.000001,水务及水治理,71.51,MID,2021-03-12,2021
000544,中原环保,7164000000.0,水务及水治理,71.64,MID,2000-11-07,2000
600771,广誉远,7166000000.0,中药Ⅲ,71.66,MID,2001-02-08,2001
300109,新开源,7176000000.000001,其他化学制品,71.76,MID,2012-02-14,2012
002448,中原内配,7184000000.0,底盘与发动机系统,71.84,MID,2010-08-02,2010
000722,湖南发展,7193000000.000001,水力发电,71.93,MID,2002-11-25,2002
600125,铁龙物流,7193000000.000001,铁路运输,71.93,MID,2000-04-04,2000
000751,锌业股份,7206000000.0,铅锌,72.06,MID,2002-02-05,2002
300783,三只松鼠,7206000000.0,零食,72.06,MID,2019-07-11,2019
601579,会稽山,7211000000.0,其他酒类,72.11,MID,2014-09-24,2014
301280,珠城科技,7219000000.0,家电零部件Ⅲ,72.19,MID,2022-12-23,2022
603223,恒通股份,7220999999.999999,油品石化贸易,72.21,MID,2015-07-16,2015
600557,康缘药业,7223999999.999999,中药Ⅲ,72.24,MID,2002-12-25,2002
600251,冠农股份,7226000000.000001,果蔬加工,72.26,MID,2003-10-30,2003
002434,万里扬,7231999999.999999,底盘与发动机系统,72.32,MID,2011-01-21,2011
301069,凯盛新材,7233000000.0,其他化学原料,72.33,MID,2021-09-24,2021
600610,中毅达,7242000000.0,其他化学原料,72.42,MID,2004-02-02,2004
301535,浙江华远,7243000000.000001,其他汽车零部件,72.43,MID,2025-03-26,2025
600657,信达地产,7244000000.0,住宅开发,72.44,MID,2001-08-15,2001
001285,瑞立科密,7248999999.999999,汽车电子电气系统,72.49,MID,2025-09-30,2025
600117,西宁特钢,7259000000.0,特钢Ⅲ,72.59,MID,2000-08-31,2000
300834,星辉环材,7264000000.0,改性塑料,72.64,MID,2022-01-12,2022
600059,古越龙山,7265000000.000001,其他酒类,72.65,MID,2000-04-04,2000
603995,甬金股份,7265000000.000001,特钢Ⅲ,72.65,MID,2019-12-23,2019
301680,固德电材,7278000000.0,底盘与发动机系统,72.78,MID,2026-03-05,2026
002219,新里程,7284000000.0,医院,72.84,MID,2010-03-03,2010
603123,翠微股份,7284000000.0,金融信息服务,72.84,MID,2012-08-24,2012
002346,柘中股份,7286000000.0,配电设备,72.86,MID,2010-11-18,2010
603626,科森科技,7291000000.0,消费电子零部件及组装,72.91,MID,2017-02-08,2017
000030,富奥股份,7292000000.0,底盘与发动机系统,72.92,MID,2003-07-28,2003
000402,金 融 街,7293000000.000001,商业地产,72.93,MID,2000-05-15,2000
300222,科大智能,7306000000.0,电网自动化设备,73.06,MID,2012-09-12,2012
300959,线上线下,7314000000.0,通信应用增值服务,73.14,MID,2021-03-26,2021
300151,昌红科技,7317000000.0,其他专用设备,73.17,MID,2011-05-18,2011
301228,实朴检测,7334000000.0,检测服务,73.34,MID,2022-01-27,2022
002034,旺能环境,7337000000.0,固废治理,73.37,MID,2005-06-17,2005
600736,苏州高新,7345000000.0,住宅开发,73.45,MID,2000-10-12,2000
603050,科林电气,7348000000.0,电网自动化设备,73.48,MID,2017-04-14,2017
000928,中钢国际,7359999999.999999,国际工程,73.6,MID,2000-10-23,2000
301179,泽宇智能,7359999999.999999,电网自动化设备,73.6,MID,2021-12-07,2021
600846,同济科技,7359999999.999999,工程咨询服务Ⅲ,73.6,MID,2000-04-11,2000
605007,五洲特纸,7359999999.999999,特种纸,73.6,MID,2020-11-09,2020
300416,苏试试验,7364000000.0,检测服务,73.64,MID,2015-02-03,2015
603075,热威股份,7380000000.0,家电零部件Ⅲ,73.8,MID,2023-09-08,2023
000059,华锦股份,7389000000.0,炼油化工,73.89,MID,2000-09-29,2000
301487,盟固利,7400000000.0,电池化学品,74.0,MID,2023-08-08,2023
300252,金信诺,7403000000.0,军工电子Ⅲ,74.03,MID,2012-03-23,2012
300893,松原安全,7412000000.0,车身附件及饰件,74.12,MID,2020-09-23,2020
300506,名家汇,7413000000.0,装修装饰Ⅲ,74.13,MID,2016-04-29,2016
001382,新亚电缆,7423999999.999999,线缆部件及其他,74.24,MID,2025-03-20,2025
002605,姚记科技,7423999999.999999,游戏Ⅲ,74.24,MID,2012-04-10,2012
300119,瑞普生物,7427000000.0,动物保健Ⅲ,74.27,MID,2010-11-26,2010
301050,雷电微力,7434999999.999999,军工电子Ⅲ,74.35,MID,2021-08-23,2021
600682,南京新百,7452000000.0,综合Ⅲ,74.52,MID,2002-01-28,2002
300327,中颖电子,7459000000.0,数字芯片设计,74.59,MID,2012-06-19,2012
601908,京运通,7461000000.0,光伏发电,74.61,MID,2011-10-12,2011
002759,天际股份,7466000000.0,电池化学品,74.66,MID,2015-09-21,2015
300348,长亮科技,7466000000.0,垂直应用软件,74.66,MID,2013-05-16,2013
001323,慕思股份,7470000000.0,成品家居,74.7,MID,2022-06-22,2022
002785,万里石,7478000000.0,其他建材Ⅲ,74.78,MID,2015-12-30,2015
300180,华峰超纤,7484999999.999999,其他塑料制品,74.85,MID,2011-10-26,2011
300739,明阳电路,7498999999.999999,印制电路板,74.99,MID,2018-01-31,2018
603257,中国瑞林,7504000000.000001,工程咨询服务Ⅲ,75.04,MID,2025-04-07,2025
002041,登海种业,7506000000.0,种子,75.06,MID,2005-07-05,2005
002386,天原股份,7511000000.0,氯碱,75.11,MID,2010-06-17,2010
300641,正丹股份,7526000000.000001,其他化学制品,75.26,MID,2017-04-24,2017
301631,壹连科技,7527000000.0,汽车电子电气系统,75.27,MID,2024-11-21,2024
002110,三钢闽光,7530000000.0,长材,75.3,MID,2008-04-21,2008
002127,南极电商,7536000000.0,电商服务,75.36,MID,2008-09-17,2008
300926,博俊科技,7536000000.0,其他汽车零部件,75.36,MID,2021-01-06,2021
603416,信捷电气,7538000000.0,机器人,75.38,MID,2016-12-20,2016
600917,重庆燃气,7540000000.000001,燃气Ⅲ,75.4,MID,2014-10-13,2014
002943,宇晶股份,7541000000.0,机床工具,75.41,MID,2018-12-19,2018
301323,新莱福,7545999999.999999,磁性材料,75.46,MID,2023-06-19,2023
603680,今创集团,7547000000.0,轨交设备Ⅲ,75.47,MID,2018-02-26,2018
300127,银河磁体,7548999999.999999,磁性材料,75.49,MID,2010-10-29,2010
300322,硕贝德,7572000000.0,消费电子零部件及组装,75.72,MID,2013-07-04,2013
002150,正泰电源,7575000000.0,金属制品,75.75,MID,2007-12-13,2007
603580,艾艾精工,7575000000.0,其他塑料制品,75.75,MID,2017-06-06,2017
601595,上海电影,7575000000.0,影视动漫制作,75.75,MID,2016-08-16,2016
603181,皇马科技,7577000000.0,其他化学制品,75.77,MID,2017-08-23,2017
001236,弘业期货,7578000000.0,期货,75.78,MID,2022-08-04,2022
300378,鼎捷数智,7579000000.000001,横向通用软件,75.79,MID,2014-02-07,2014
603112,华翔股份,7581000000.0,家电零部件Ⅲ,75.81,MID,2020-09-16,2020
603363,傲农生物,7592000000.0,畜禽饲料,75.92,MID,2017-09-27,2017
000712,锦龙股份,7598000000.0,证券Ⅲ,75.98,MID,2001-07-24,2001
000541,佛山照明,7602000000.0,照明设备Ⅲ,76.02,MID,2000-06-20,2000
600746,江苏索普,7603000000.0,煤化工,76.03,MID,2000-08-11,2000
603055,台华新材,7603000000.0,其他纺织,76.03,MID,2017-09-20,2017
601686,友发集团,7604000000.000001,钢铁管材,76.04,MID,2020-12-03,2020
002941,新疆交建,7611000000.0,基建市政工程,76.11,MID,2018-11-27,2018
300337,银邦股份,7611000000.0,铝,76.11,MID,2012-10-16,2012
600055,万东医疗,7628000000.0,医疗设备,76.28,MID,2000-12-04,2000
002350,北京科锐,7631000000.0,配电设备,76.31,MID,2010-04-19,2010
002971,和远气体,7634999999.999999,其他化学制品,76.35,MID,2020-01-10,2020
002730,电光科技,7640000000.000001,能源及重型设备,76.4,MID,2015-04-22,2015
600305,恒顺醋业,7644000000.0,调味发酵品Ⅲ,76.44,MID,2001-05-14,2001
002036,联创电子,7645999999.999999,光学元件,76.46,MID,2005-05-20,2005
600335,国机汽车,7645999999.999999,汽车经销商,76.46,MID,2002-07-29,2002
002030,达安基因,7648999999.999999,体外诊断,76.49,MID,2005-01-13,2005
000650,仁和药业,7658000000.0,中药Ⅲ,76.58,MID,2001-07-09,2001
301580,爱迪特,7665000000.000001,医疗耗材,76.65,MID,2024-06-26,2024
600861,北京人力,7676000000.000001,人力资源服务,76.76,MID,2000-05-10,2000
600866,星湖科技,7676000000.000001,食品及饲料添加剂,76.76,MID,2001-04-11,2001
002516,旷达科技,7678000000.0,车身附件及饰件,76.78,MID,2011-02-14,2011
301246,宏源药业,7680000000.0,原料药,76.8,MID,2023-03-17,2023
002097,山河智能,7684000000.0,工程机械整机,76.84,MID,2007-07-03,2007
002955,鸿合科技,7691000000.0,面板,76.91,MID,2019-05-28,2019
002125,湘潭电化,7693000000.000001,电池化学品,76.93,MID,2007-11-15,2007
605222,起帆电缆,7697000000.0,线缆部件及其他,76.97,MID,2020-07-30,2020
300842,帝科股份,7706000000.0,光伏辅材,77.06,MID,2020-07-03,2020
000989,九芝堂,7712000000.0,中药Ⅲ,77.12,MID,2001-02-28,2001
600789,鲁抗医药,7714000000.0,化学制剂,77.14,MID,2000-04-18,2000
300294,博雅生物,7715000000.000001,血液制品,77.15,MID,2012-11-16,2012
002017,东信和平,7720000000.0,通信终端及配件,77.2,MID,2004-11-10,2004
000498,山东路桥,7762000000.0,基建市政工程,77.62,MID,2005-07-20,2005
