replay_case_id,symbol,as_of_date,size_group,mcap_b,sector,data_quality,st_status,market_cap_quality,market_cap,ma20,atr_pct,macd,vol_ratio,price_pos,turnover_1d,avg_turnover_20d,filter_market_cap,filter_st,filter_turnover_1d,filter_turnover_20d,filter_price_pos,filter_vol_ratio,filter_atr,final_candidate,exclusion_reason,pit_confidence,mode,replay_confidence,case_hash
300624_2018-10-15,300624,2018-10-15,LARGE,90.91,横向通用软件,PARTIAL,UNKNOWN,UNKNOWN,0,28.08779520534707,5.9308930934817745,-3.0361417136522175,1.2530285994341814,,84870023.4375,137117308.7890625,UNKNOWN,UNKNOWN,PASS,PASS,UNKNOWN,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; PRICE_POS_UNKNOWN; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,8eadfd12
300624_2020-06-15,300624,2020-06-15,LARGE,90.91,横向通用软件,PARTIAL,UNKNOWN,UNKNOWN,0,39.511074979980094,4.653667277212917,3.3110178142074855,0.9380810864485731,81.87216102530127,362076531.25,260696963.28125,UNKNOWN,UNKNOWN,PASS,PASS,FAIL,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; PRICE_POS_ABOVE; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,d4913768
300624_2021-10-15,300624,2021-10-15,LARGE,90.91,横向通用软件,PARTIAL,UNKNOWN,UNKNOWN,0,33.512246825554215,5.8370747142373265,-1.570022241142061,0.5055664403607866,13.917335602855015,80117859.375,234866362.890625,UNKNOWN,UNKNOWN,PASS,PASS,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,80876079
600729_2005-06-15,600729,2005-06-15,LARGE,90.95,多业态零售,PARTIAL,UNKNOWN,UNKNOWN,0,0.5403323074422993,3.210573087828365,3.086218191907369,1.3831171044968096,21.042941827791534,6389787.109375,6523413.122558594,UNKNOWN,UNKNOWN,FAIL,FAIL,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,7f1c8b9a
600729_2007-10-15,600729,2007-10-15,LARGE,90.95,多业态零售,PARTIAL,UNKNOWN,UNKNOWN,0,0.9377735459110111,3.3196071523045267,1.1897066074519678,1.3689474118353475,84.82339706654884,6092304.19921875,6070239.312744141,UNKNOWN,UNKNOWN,FAIL,FAIL,FAIL,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; PRICE_POS_ABOVE; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,f45cde2f
600729_2008-10-15,600729,2008-10-15,LARGE,90.95,多业态零售,PARTIAL,UNKNOWN,UNKNOWN,0,3.1631573830993434,4.964606658685514,1.0796694914838185,1.415678721412429,93.08490278343005,37078390.625,42272997.65625,UNKNOWN,UNKNOWN,FAIL,PASS,FAIL,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; PRICE_POS_ABOVE; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,7b5edae7
301191_2022-12-15,301191,2022-12-15,LARGE,90.99,通信终端及配件,PARTIAL,UNKNOWN,UNKNOWN,0,43.95605026690349,3.2165074084832086,-14.65896018213074,0.6226900617311731,,49533929.6875,89965851.953125,UNKNOWN,UNKNOWN,FAIL,PASS,UNKNOWN,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; PRICE_POS_UNKNOWN; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,f9c4d910
301191_2024-06-15,301191,2024-06-15,LARGE,90.99,通信终端及配件,PARTIAL,UNKNOWN,UNKNOWN,0,52.2915,5.128557679087029,-1.971671058063033,0.6441398865784499,0.006587033413760605,228502800.0,233848180.0,UNKNOWN,UNKNOWN,PASS,PASS,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,24be29f7
605123_2021-10-15,605123,2021-10-15,LARGE,91.11,航空装备Ⅲ,PARTIAL,UNKNOWN,UNKNOWN,0,84.5214141669573,4.816183442701211,-3.2798684376638096,0.6289714356950388,,53492246.09375,108033207.421875,UNKNOWN,UNKNOWN,FAIL,PASS,UNKNOWN,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; PRICE_POS_UNKNOWN; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,a4ea403d
605123_2022-12-15,605123,2022-12-15,LARGE,91.11,航空装备Ⅲ,PARTIAL,UNKNOWN,UNKNOWN,0,129.58677185235214,3.4003574008811883,-3.535667088516424,0.6820831482206711,64.48071958057604,55061738.28125,173255976.953125,UNKNOWN,UNKNOWN,FAIL,PASS,FAIL,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; PRICE_POS_ABOVE; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,0f6cecf8
605123_2024-06-15,605123,2024-06-15,LARGE,91.11,航空装备Ⅲ,PARTIAL,UNKNOWN,UNKNOWN,0,63.2485,4.452522115565594,-1.9407530614008996,0.48405525608976946,6.941947287698291,38393000.0,108679095.0,UNKNOWN,UNKNOWN,FAIL,PASS,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,2173b67f
603601_2018-10-15,603601,2018-10-15,LARGE,91.39,其他专业工程,PARTIAL,UNKNOWN,UNKNOWN,0,3.3812346935567548,5.65655958985375,-6.9429969175033674,1.402480323622229,1.7922265653347333,17883607.421875,15641955.493164062,UNKNOWN,UNKNOWN,FAIL,FAIL,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,b017fed0
603601_2020-06-15,603601,2020-06-15,LARGE,91.39,其他专业工程,PARTIAL,UNKNOWN,UNKNOWN,0,7.246475343781519,3.597133740882219,0.47567168249235775,1.904774312230109,58.48690203698273,565949312.5,227316508.203125,UNKNOWN,UNKNOWN,PASS,PASS,FAIL,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; PRICE_POS_ABOVE; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,92aa1276
603601_2021-10-15,603601,2021-10-15,LARGE,91.39,其他专业工程,PARTIAL,UNKNOWN,UNKNOWN,0,8.231538876734716,2.347265489877853,-1.7207827851921276,0.48232000709533907,49.82242242204647,38553597.65625,53535639.6484375,UNKNOWN,UNKNOWN,FAIL,PASS,FAIL,FAIL,FAIL,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; PRICE_POS_ABOVE; VOL_RATIO_BELOW; ATR_BELOW,LOW,RESEARCH,BLOCKED,0d54cc9a
300497_2018-10-15,300497,2018-10-15,LARGE,91.41,原料药,PARTIAL,UNKNOWN,UNKNOWN,0,8.456704885926124,3.5694780945285167,-3.7398300420190176,1.3346914276762716,0.0,11693425.78125,13794924.853515625,UNKNOWN,UNKNOWN,FAIL,FAIL,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,42a3822c
300497_2020-06-15,300497,2020-06-15,LARGE,91.41,原料药,PARTIAL,UNKNOWN,UNKNOWN,0,17.963769031131,4.3498058280662795,4.723209078009604,1.6419391982537122,95.13130624074657,550198562.5,305682221.484375,UNKNOWN,UNKNOWN,PASS,PASS,FAIL,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; PRICE_POS_ABOVE; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,77ef301e
300497_2021-10-15,300497,2021-10-15,LARGE,91.41,原料药,PARTIAL,UNKNOWN,UNKNOWN,0,20.2232258068843,13.689141979278707,4.125595158031385,0.6691128770779712,56.96650974102848,561805500.0,921098550.0,UNKNOWN,UNKNOWN,PASS,PASS,FAIL,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; PRICE_POS_ABOVE; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,72b20323
600307_2005-06-15,600307,2005-06-15,LARGE,91.45,板材,PARTIAL,UNKNOWN,UNKNOWN,0,1.0200844823189503,2.85851488997452,0.7115669719879765,2.7609969145034414,43.691581481863345,11921915.0390625,9030695.434570312,UNKNOWN,UNKNOWN,FAIL,FAIL,FAIL,PASS,FAIL,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; PRICE_POS_ABOVE; ATR_BELOW,LOW,RESEARCH,BLOCKED,4bae9fda
600307_2007-10-15,600307,2007-10-15,LARGE,91.45,板材,PARTIAL,UNKNOWN,UNKNOWN,0,2.6784173443632304,5.325574444003999,2.5235734777092276,1.5094278468336397,81.05703998236085,104591242.1875,88589553.515625,UNKNOWN,UNKNOWN,PASS,PASS,FAIL,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; PRICE_POS_ABOVE; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,b2c19cba
600307_2008-10-15,600307,2008-10-15,LARGE,91.45,板材,PARTIAL,UNKNOWN,UNKNOWN,0,2.697820327866752,8.644937829143606,-12.641119526414204,0.6263815377911468,10.507304017443547,51148277.34375,108104257.2265625,UNKNOWN,UNKNOWN,FAIL,PASS,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,adb6da54
